market_hash_name,currency,current_min_price,suggested_price,min_24h,max_24h,avg_24h,median_24h,volume_24h,min_7d,max_7d,avg_7d,median_7d,volume_7d,min_30d,max_30d,avg_30d,median_30d,volume_30d,min_90d,max_90d,avg_90d,median_90d,volume_90d
StatTrak™ MP5-SD | Phosphor (Well-Worn),EUR,7.97,8.55,,,,,0,,,,,0,6.04,6.04,6.04,6.04,1,6.04,7.66,6.61,6.12,3
Sticker | Toxic (Foil),EUR,4,3.98,,,,,0,,,,,0,2.82,4.79,4.03,3.99,15,1.42,4.79,2.84,2.49,55
StatTrak™ Dual Berettas | Royal Consorts (Factory New),EUR,9.88,12.16,9.83,9.83,9.83,9.83,1,8.47,13.49,10.95,10.51,6,8.37,13.49,10.59,10.24,16,8.37,24.49,11.58,11.03,60
SSG 08 | Rapid Transit (Battle-Scarred),EUR,0.37,0.52,0.38,0.38,0.38,0.38,1,0.37,0.41,0.4,0.4,6,0.33,0.58,0.44,0.41,34,0.33,1.07,0.63,0.63,126
Sticker | malbsMd (Gold) | Shanghai 2024,EUR,3.77,2.5,,,,,0,,,,,0,2.18,3.8,3.23,3.47,4,2.18,7.15,4.46,3.97,16
Sticker | pronax | Atlanta 2017,EUR,4.9,5.18,,,,,0,,,,,0,,,,,0,5,9.49,6.5,5,3
★ Huntsman Knife | Boreal Forest (Factory New),EUR,,891.03,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir SCAR-20 | Sand Mesh (Field-Tested),EUR,0.35,0.16,,,,,0,,,,,0,0.13,1.8,0.59,0.32,5,0.13,1.8,0.46,0.26,17
Sticker | BIG (Foil) | London 2018,EUR,18,18.81,,,,,0,,,,,0,,,,,0,14,14,14,14,1
Sticker | Graviti (Holo) | Austin 2025,EUR,,0.74,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Stiletto Knife | Stained (Field-Tested),EUR,,352.47,,,,,0,,,,,0,,,,,0,261.51,347.84,304.68,304.68,2
StatTrak™ P2000 | Obsidian (Battle-Scarred),EUR,7.5,5.04,,,,,0,,,,,0,5.66,5.66,5.66,5.66,1,2.52,5.66,4.11,4.16,8
Souvenir SG 553 | Integrale (Field-Tested),EUR,,75.72,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Ax1Le (Glitter) | Rio 2022,EUR,0.44,0.09,,,,,0,0.07,0.07,0.07,0.07,2,0.07,0.07,0.07,0.07,3,0.06,0.37,0.12,0.07,7
★ StatTrak™ Navaja Knife | Ultraviolet (Battle-Scarred),EUR,,115.96,,,,,0,,,,,0,92.58,92.58,92.58,92.58,1,92.58,92.58,92.58,92.58,1
M249 | Sage Camo (Factory New),EUR,0.85,0.08,0.06,0.06,0.06,0.06,1,0.06,0.07,0.06,0.06,6,0.06,0.2,0.08,0.07,31,0.05,0.26,0.09,0.07,47
★ Paracord Knife | Case Hardened (Field-Tested),EUR,165,4117.53,,,,,0,152.38,244.18,194.01,193.31,7,149.29,275,190.05,184.92,23,126.09,745.47,193.25,184.69,72
R8 Revolver | Fade (Field-Tested),EUR,8.59,9.84,8.51,8.59,8.56,8.59,3,7.22,17.98,9.71,8.59,16,5.97,17.98,8.57,7.96,51,5.65,27.02,9.13,8.52,166
Sticker | Hello MP7,EUR,0.44,0.47,,,,,0,,,,,0,0.37,0.44,0.39,0.37,3,0.33,0.44,0.37,0.36,6
G3SG1 | Orange Kimono (Minimal Wear),EUR,4,4.13,3.2,3.24,3.22,3.22,2,3.06,3.24,3.17,3.2,3,3.06,4.86,4.05,4.2,19,2.74,4.86,3.69,3.59,63
StatTrak™ SG 553 | Triarch (Factory New),EUR,5.66,5.28,,,,,0,5.3,5.31,5.31,5.3,2,3.89,5.58,4.52,4.09,8,3.89,5.89,4.65,4.55,19
StatTrak™ USP-S | Stainless (Minimal Wear),EUR,31,35.44,,,,,0,27.68,69.9,35.89,30.94,11,26.69,69.9,33.16,31.64,40,21.69,244.9,37.96,32.07,115
Sealed Graffiti | Recoil MP9 (Monarch Blue),EUR,2.79,0.8,,,,,0,,,,,0,,,,,0,1.06,1.06,1.06,1.06,5
StatTrak™ Negev | Lionfish (Field-Tested),EUR,0.55,0.73,,,,,0,0.54,0.68,0.59,0.55,5,0.48,0.72,0.59,0.57,20,0.48,1.11,0.66,0.6,61
StatTrak™ SCAR-20 | Poultrygeist (Battle-Scarred),EUR,0.09,0.12,,,,,0,,,,,0,0.13,0.15,0.14,0.15,3,0.06,0.15,0.13,0.13,16
StatTrak™ Tec-9 | Jambiya (Factory New),EUR,6.58,6.7,,,,,0,5.09,6.24,5.69,5.72,4,5.09,8.38,6.1,6.01,8,4.31,9.29,6.45,6.07,32
StatTrak™ CZ75-Auto | Imprint (Minimal Wear),EUR,0.53,0.5,,,,,0,,,,,0,0.35,0.67,0.42,0.4,14,0.31,0.75,0.45,0.4,45
Sealed Graffiti | Take Flight (Jungle Green),EUR,0.02,0.03,,,,,0,0.02,0.02,0.02,0.02,3,0.02,0.02,0.02,0.02,14,0.02,0.02,0.02,0.02,30
MP5-SD | Phosphor (Minimal Wear),EUR,5.25,6.6,4.88,6,5.29,5,3,4.68,6.14,5.2,5.1,12,4.34,6.44,5.23,5.19,51,4,19.9,5.56,5.34,218
StatTrak™ MP7 | Powercore (Well-Worn),EUR,2.57,2.68,,,,,0,,,,,0,,,,,0,1.17,2.81,2,2.09,13
USP-S | 27 (Field-Tested),EUR,0.08,0.11,0.08,0.15,0.12,0.13,8,0.07,0.15,0.11,0.11,39,0.05,0.15,0.08,0.08,165,0.05,0.41,0.12,0.1,498
StatTrak™ CZ75-Auto | Distressed (Battle-Scarred),EUR,0.08,0.11,,,,,0,0.09,0.11,0.1,0.1,3,0.09,1.9,0.32,0.1,10,0.08,1.9,0.17,0.1,34
Sticker | torzsi (Gold) | Rio 2022,EUR,,9.09,,,,,0,,,,,0,11.71,11.71,11.71,11.71,1,11.71,11.71,11.71,11.71,1
Sticker | ScreaM (Foil) | Cologne 2016,EUR,,381.81,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Ariucle | Austin 2025,EUR,,0.01,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | chrisJ | London 2018,EUR,0.79,0.47,,,,,0,,,,,0,,,,,0,0.46,2,0.85,0.46,4
SCAR-20 | Contractor (Field-Tested),EUR,0.02,0.03,,,,,0,0.02,0.02,0.02,0.02,2,0.02,0.04,0.02,0.02,100,0.02,0.04,0.02,0.02,261
StatTrak™ Glock-18 | Water Elemental (Factory New),EUR,48,61.28,49.55,49.55,49.55,49.55,1,44.5,115.89,58.84,49.58,11,42.49,115.89,52.4,47.96,62,38.25,115.89,52.91,50.82,169
Sticker | Team Dignitas | Katowice 2014,EUR,780,899.63,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | refrezh (Glitter) | Rio 2022,EUR,0.23,0.07,,,,,0,0.29,0.29,0.29,0.29,1,0.05,0.29,0.13,0.05,3,0.04,0.29,0.07,0.05,10
StatTrak™ XM1014 | Heaven Guard (Well-Worn),EUR,,13.22,,,,,0,,,,,0,,,,,0,8.7,8.7,8.7,8.7,1
Nova | Graphite (Minimal Wear),EUR,9.6,7.09,,,,,0,,,,,0,6,6.32,6.16,6.16,2,6,9.33,7.41,6.32,7
Glock-18 | Warhawk (Field-Tested),EUR,0.23,0.31,,,,,0,0.21,0.21,0.21,0.21,1,0.19,0.29,0.25,0.25,27,0.16,1.03,0.28,0.27,164
StatTrak™ Nova | Rising Skull (Field-Tested),EUR,10.52,10.82,,,,,0,,,,,0,10,10,10,10,2,10,11.14,10.49,10.46,5
AUG | Surveillance (Minimal Wear),EUR,0.67,0.77,,,,,0,0.58,0.68,0.62,0.6,5,0.56,0.71,0.64,0.64,67,0.53,0.79,0.61,0.56,238
StatTrak™ AWP | Chrome Cannon (Well-Worn),EUR,36.78,47.4,,,,,0,33.75,45.51,38.09,37.68,7,32.84,45.51,36.67,35.42,25,32.84,59.69,42.03,41.56,73
StatTrak™ MAC-10 | Saibā Oni (Field-Tested),EUR,1.67,1.92,1.47,2.11,1.65,1.5,4,1.27,2.76,1.84,1.53,19,1.2,3.16,1.79,1.64,88,1.14,5.04,1.92,1.8,405
Sticker | GeT_RiGhT (Foil) | Berlin 2019,EUR,1.42,0.71,,,,,0,,,,,0,0.52,0.52,0.52,0.52,1,0.49,2.19,0.96,0.58,4
★ Butterfly Knife | Forest DDPAT (Field-Tested),EUR,788.03,911.56,,,,,0,746.22,746.22,746.22,746.22,1,634.55,860.7,735.56,724.99,10,634.55,860.7,753.98,751.57,23
★ Kukri Knife | Stained (Well-Worn),EUR,160,173.45,143.99,143.99,143.99,143.99,1,135.25,170,149.48,148.17,5,122.32,170,142.01,139.22,16,122.32,193.18,153.9,150.21,48
★ StatTrak™ Survival Knife | Slaughter (Minimal Wear),EUR,250.97,285.13,,,,,0,,,,,0,195.33,250,212.13,205.25,5,188.24,291,225.28,212.5,12
G3SG1 | Azure Zebra (Minimal Wear),EUR,2.15,2.71,2.09,2.09,2.09,2.09,1,2.09,2.12,2.11,2.1,2,1.82,2.47,2.08,2.08,8,1.15,2.47,1.79,1.89,38
Galil AR | Urban Rubble (Well-Worn),EUR,,12.12,,,,,0,,,,,0,,,,,0,,,,,0
Cologne 2016 Challengers (Holo-Foil),EUR,36,36.23,,,,,0,36.43,36.49,36.47,36.49,3,30.43,36.89,34.83,36,9,22.83,40,36.01,37,56
★ Falchion Knife | Marble Fade (Minimal Wear),EUR,420,395.38,,,,,0,,,,,0,296.15,312,306.02,309.91,3,296.15,333.33,313.4,310.96,10
Five-SeveN | Heat Treated (Minimal Wear),EUR,5.1,6.2,,,,,0,4.5,58.85,12.67,5.18,12,4.26,224.93,16.53,5.6,72,3.47,224.93,13.01,5.64,236
Sealed Graffiti | Recoil Galil AR (Jungle Green),EUR,,1.8,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | NAF (Holo) | Austin 2025,EUR,,3.41,,,,,0,,,,,0,,,,,0,,,,,0
P90 | Neoqueen (Factory New),EUR,1.45,1.59,1.2,1.23,1.21,1.2,5,1.15,3.6,1.79,1.51,53,1.09,7.83,1.6,1.46,192,0.99,7.83,1.52,1.44,488
Sticker | headtr1ck | Paris 2023,EUR,0.02,0.03,,,,,0,0.02,0.02,0.02,0.02,3,0.02,0.02,0.02,0.02,24,0.02,0.02,0.02,0.02,44
★ StatTrak™ Kukri Knife | Urban Masked (Battle-Scarred),EUR,133.5,145.46,,,,,0,,,,,0,113.92,142.64,131.33,137.42,3,113.92,142.64,130.41,137.42,5
Sticker | Assassin,EUR,1.18,1.26,0.88,1.36,1.2,1.27,4,0.88,1.36,1.23,1.27,22,0.81,1.49,1.28,1.28,122,0.81,2.21,1.47,1.39,461
Desert Eagle | Mint Fan (Minimal Wear),EUR,4.72,4.03,3.01,3.01,3.01,3.01,1,2.89,5.85,4.14,4.07,15,2.7,7.5,4.24,4.08,58,2.1,7.5,4.19,4.07,73
★ Bayonet | Freehand (Field-Tested),EUR,240,263.26,285.54,285.54,285.54,285.54,1,235,285.54,267.71,270.94,6,136.37,290,256.97,268.73,22,136.37,328.16,267.68,270.84,61
★ Huntsman Knife | Freehand (Battle-Scarred),EUR,134.34,144.66,,,,,0,,,,,0,136.99,136.99,136.99,136.99,1,136.99,155.09,145.53,144.51,3
P90 | Shapewood (Minimal Wear),EUR,3.94,4.09,,,,,0,3.05,3.89,3.47,3.47,2,2.55,5.29,3.67,3.28,11,2.55,9.25,4.35,4.14,44
StatTrak™ XM1014 | Scumbria (Factory New),EUR,2.76,2.93,,,,,0,,,,,0,2.01,2.42,2.22,2.22,2,2.01,3.99,3.02,2.92,9
Sticker | vexite | Paris 2023,EUR,0.02,0.03,,,,,0,0.02,0.02,0.02,0.02,7,0.02,0.02,0.02,0.02,27,0.02,0.02,0.02,0.02,59
Sticker | Sico | Paris 2023,EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,11,0.02,0.02,0.02,0.02,20
Souvenir AUG | Contractor (Well-Worn),EUR,,11.76,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | stanislaw | London 2018,EUR,1.99,0.54,,,,,0,,,,,0,0.37,0.37,0.37,0.37,1,0.37,0.37,0.37,0.37,1
Sticker | dexter (Glitter) | Shanghai 2024,EUR,1.53,1.42,,,,,0,0.79,1.72,1.44,1.48,20,0.72,1.72,1.3,1.28,73,0.46,2.37,1.15,1.19,204
SG 553 | Desert Blossom (Well-Worn),EUR,57.57,16.28,,,,,0,11.74,11.74,11.74,11.74,1,11.74,11.74,11.74,11.74,1,11.74,12.05,11.9,11.9,2
Sticker | FugLy (Foil) | Cluj-Napoca 2015,EUR,,11.25,,,,,0,,,,,0,,,,,0,,,,,0
AUG | Surveillance (Well-Worn),EUR,0.76,0.76,,,,,0,0.56,0.56,0.56,0.56,1,0.55,0.56,0.56,0.56,2,0.5,0.56,0.53,0.52,4
Sticker | mousesports (Foil) | London 2018,EUR,27.99,21.88,,,,,0,20,20,20,20,3,20,20,20,20,3,15.22,24.5,20.54,20,6
XM1014 | Incinegator (Minimal Wear),EUR,15.53,11.4,,,,,0,10.82,14.29,12.56,12.56,2,8.24,14.29,11.18,10.82,9,8.24,22.92,12.11,11.14,35
StatTrak™ MAG-7 | Memento (Field-Tested),EUR,,4.44,,,,,0,3.56,3.56,3.56,3.56,1,3.41,3.56,3.49,3.48,2,3.41,7.26,4.74,3.56,3
P90 | Grim (Field-Tested),EUR,0.09,0.15,,,,,0,0.08,0.18,0.11,0.09,7,0.08,9.9,0.27,0.11,62,0.07,9.9,0.16,0.11,201
Sticker | ALEX (Gold) | Berlin 2019,EUR,,10.17,,,,,0,,,,,0,,,,,0,,,,,0
MAC-10 | Heat (Minimal Wear),EUR,7.88,9.16,7.7,8.49,8.04,7.99,4,6.13,8.5,7.57,7.93,21,5.8,8.5,6.94,6.76,57,5.15,9.09,6.6,6.61,143
★ Huntsman Knife | Blue Steel (Well-Worn),EUR,,217.4,,,,,0,200,200,200,200,1,171.3,200,187.92,186.82,6,140.48,209.9,184.15,183.94,12
Souvenir Tec-9 | Nuclear Threat (Battle-Scarred),EUR,,97.68,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ Glock-18 | Bullet Queen (Field-Tested),EUR,19.9,24.26,17.61,18.99,18.3,18.3,2,17.61,24.44,20.54,20.09,9,16.5,26.31,19.92,19.59,35,16.5,31.03,22,20.77,102
Sticker | ableJ (Foil) | Katowice 2019,EUR,3.99,2.16,,,,,0,,,,,0,2.11,2.11,2.11,2.11,1,2.11,2.11,2.11,2.11,1
Sticker | GuardiaN (Foil) | London 2018,EUR,8,5.71,,,,,0,,,,,0,,,,,0,,,,,0
★ Bayonet | Lore (Battle-Scarred),EUR,343.15,390.31,355.82,355.82,355.82,355.82,1,330,355.82,342.91,342.91,2,281.99,374.1,327.04,330,5,279.82,468.89,354.82,361.34,18
Sticker | shroud | Cluj-Napoca 2015,EUR,19.99,14.76,,,,,0,15.59,15.59,15.59,15.59,1,14.42,15.59,15.01,15,2,10.61,15.59,12.89,12.68,4
Sealed Graffiti | BOOM (Cash Green),EUR,3.46,0.19,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | WOOD7 (Glitter) | Paris 2023,EUR,0.09,0.03,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.03,0.03,0.03,6,0.02,0.03,0.02,0.02,19
Sticker | flamie (Gold) | London 2018,EUR,,142.18,,,,,0,,,,,0,,,,,0,105,105,105,105,1
Sticker | hampus (Foil) | Austin 2025,EUR,,0.18,,,,,0,,,,,0,,,,,0,,,,,0
Desert Eagle | The Bronze (Factory New),EUR,4.5,5.2,,,,,0,3.96,7,4.87,4.51,7,3.96,7,4.55,4.51,41,3,10,4.35,4.38,159
FAMAS | Survivor Z (Well-Worn),EUR,0.38,0.39,,,,,0,0.3,0.3,0.3,0.3,1,0.27,0.3,0.29,0.3,3,0.27,0.47,0.37,0.36,15
Sticker | felps (Foil) | Krakow 2017,EUR,15.05,14.37,,,,,0,,,,,0,,,,,0,13.86,14,13.93,13.93,2
Tec-9 | Raw Ceramic (Minimal Wear),EUR,0.04,0.06,0.05,0.05,0.05,0.05,1,0.04,0.05,0.05,0.05,7,0.03,0.99,0.2,0.05,32,0.03,1,0.17,0.05,63
Sticker | tabseN (Holo) | Rio 2022,EUR,2.99,0.68,,,,,0,,,,,0,0.49,0.49,0.49,0.49,1,0.49,1.89,1.19,1.19,2
Sticker | VINI (Gold) | Rio 2022,EUR,39.84,15.36,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ M4A1-S | Golden Coil (Field-Tested),EUR,111.17,140.51,142.27,142.27,142.27,142.27,1,107.04,142.27,124.85,121.04,8,97.49,142.27,116.67,118.89,21,92.19,292.22,118.92,115,77
Sticker | DeadFox | Atlanta 2017,EUR,69.37,7.72,,,,,0,,,,,0,,,,,0,,,,,0
★ Butterfly Knife | Damascus Steel (Minimal Wear),EUR,1300,1589.95,1280.01,1280.01,1280.01,1280.01,1,1280.01,1280.01,1280.01,1280.01,1,1275,1337.13,1301.28,1297.96,7,1121.14,1367.91,1259.09,1280,31
MP7 | Just Smile (Battle-Scarred),EUR,0.49,0.65,0.48,0.51,0.5,0.5,3,0.48,0.52,0.5,0.49,16,0.38,0.74,0.54,0.52,67,0.35,1.27,0.63,0.62,203
Galil AR | Sandstorm (Minimal Wear),EUR,4.08,3.74,2.77,4.27,3.52,3.52,2,2.77,4.99,3.61,3.48,10,2.64,6.99,3.65,3.41,23,2.64,50,5.73,3.84,49
★ StatTrak™ Navaja Knife | Safari Mesh (Well-Worn),EUR,,96.91,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | DD (Foil) | London 2018,EUR,19.99,13.4,,,,,0,,,,,0,,,,,0,,,,,0
★ Survival Knife | Night Stripe (Battle-Scarred),EUR,,128.68,,,,,0,,,,,0,87.99,124.37,102.86,102.61,6,87.99,124.37,105.15,102.61,10
Sawed-Off | Full Stop (Well-Worn),EUR,0.96,0.37,,,,,0,,,,,0,,,,,0,0.17,0.48,0.35,0.38,6
MAC-10 | Carnivore (Battle-Scarred),EUR,0.13,0.18,,,,,0,0.15,0.15,0.15,0.15,1,0.09,0.18,0.14,0.15,26,0.09,3.3,0.2,0.14,48
Sealed Graffiti | Noscope (Blood Red),EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.03,0.03,0.02,2,0.02,0.03,0.02,0.02,3
Desert Eagle | Mudder (Factory New),EUR,0.96,0.89,0.77,0.77,0.77,0.77,1,0.61,0.98,0.81,0.76,8,0.57,1.36,0.83,0.8,20,0.38,4.15,0.88,0.75,79
★ StatTrak™ M9 Bayonet | Tiger Tooth (Factory New),EUR,1148,1362.68,1001,1145.99,1073.5,1073.5,2,976.25,1145.99,1028.9,1017.92,6,976.25,1231.19,1077.25,1054,14,976.25,1231.19,1071.37,1063.97,34
★ Flip Knife | Blue Steel (Minimal Wear),EUR,289,330.61,,,,,0,244,299,270.81,270.12,4,241.53,299,272.36,270.12,10,236.27,320,277.91,278.14,38
StatTrak™ MAG-7 | Popdog (Well-Worn),EUR,0.27,0.27,,,,,0,,,,,0,,,,,0,0.55,2.05,0.96,0.74,8
Sticker | G2 Esports (Gold) | Shanghai 2024,EUR,3.77,2.89,,,,,0,,,,,0,2.09,4.48,3.48,3.87,3,1.23,5.7,3.66,3.71,29
Sticker | Virtus.Pro (Gold) | Austin 2025,EUR,,9.38,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | QQ (Tiger Orange),EUR,0.02,0.03,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,11
Sticker | STYKO (Gold) | Boston 2018,EUR,,85.7,,,,,0,,,,,0,,,,,0,,,,,0
★ Falchion Knife | Rust Coat (Well-Worn),EUR,,138.29,,,,,0,,,,,0,102.2,142.89,122.55,122.54,2,102.2,145,124.04,116.12,5
★ StatTrak™ M9 Bayonet | Case Hardened (Field-Tested),EUR,915.59,933.53,,,,,0,,,,,0,,,,,0,746.84,758.65,752.75,752.74,2
Sticker | fame (Gold) | Rio 2022,EUR,,3.93,,,,,0,,,,,0,,,,,0,4.85,4.9,4.88,4.88,2
Souvenir P250 | Black & Tan (Minimal Wear),EUR,0.09,0.13,,,,,0,0.11,0.11,0.11,0.11,1,0.09,0.16,0.11,0.1,14,0.09,0.42,0.13,0.13,39
Sealed Graffiti | Dizzy (Frog Green),EUR,0.39,0.2,,,,,0,0.39,0.39,0.39,0.39,1,0.39,0.49,0.44,0.44,2,0.12,0.49,0.22,0.16,8
SG 553 | Army Sheen (Minimal Wear),EUR,0.02,0.04,0.02,0.03,0.02,0.02,5,0.02,0.03,0.03,0.03,108,0.02,0.08,0.03,0.03,309,0.02,0.08,0.02,0.02,1463
★ Sport Gloves | Bronze Morph (Factory New),EUR,1139.44,1090.16,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ Glock-18 | Neo-Noir (Well-Worn),EUR,37.19,44.84,,,,,0,33.8,33.8,33.8,33.8,1,30.58,39.85,33.58,33.02,6,30.09,44,34.95,33.68,18
★ StatTrak™ Paracord Knife | Night Stripe (Well-Worn),EUR,116.29,134.56,,,,,0,,,,,0,,,,,0,113.64,125.41,119.53,119.52,2
StatTrak™ PP-Bizon | Judgement of Anubis (Factory New),EUR,36.64,43.9,,,,,0,30,30,30,30,1,29.1,39.99,33.17,31.75,5,29.1,39.99,33.82,34.55,17
Sticker | s1mple (Foil) | Atlanta 2017,EUR,389.66,405.26,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir Glock-18 | Reactor (Well-Worn),EUR,11.97,14.65,,,,,0,,,,,0,17.5,22.3,19.9,19.9,2,17.5,22.3,19.9,19.9,2
★ StatTrak™ Butterfly Knife | Freehand (Field-Tested),EUR,1200.69,1245.24,,,,,0,1128.16,1128.16,1128.16,1128.16,1,1035,1128.16,1081.58,1081.58,2,850.28,1128.16,1007.21,1035,7
PP-Bizon | Blue Streak (Factory New),EUR,8.99,6.59,,,,,0,,,,,0,7.49,7.49,7.49,7.49,1,5.6,7.99,7.2,7.49,6
Souvenir Desert Eagle | Hand Cannon (Minimal Wear),EUR,336.19,271.68,,,,,0,,,,,0,,,,,0,198.38,220.9,209.64,209.64,2
StatTrak™ CZ75-Auto | Imprint (Battle-Scarred),EUR,0.23,0.31,,,,,0,,,,,0,0.27,0.28,0.28,0.28,10,0.25,0.3,0.28,0.28,17
R8 Revolver | Junk Yard (Battle-Scarred),EUR,0.13,0.18,,,,,0,0.08,0.11,0.1,0.1,4,0.08,0.14,0.12,0.12,14,0.08,4,0.18,0.13,105
Sticker | FaZe Clan | Atlanta 2017,EUR,8,7.41,10,10,10,10,1,10,10,10,10,1,6.15,10,7.12,6.56,6,4.72,10,6.37,6.41,27
MP9 | Featherweight (Field-Tested),EUR,0.03,0.05,0.03,0.9,0.05,0.04,64,0.03,0.9,0.05,0.04,109,0.03,0.9,0.05,0.04,164,0.03,0.92,0.05,0.05,627
Sticker | Xizt | London 2018,EUR,0.66,0.47,,,,,0,,,,,0,0.37,0.37,0.37,0.37,1,0.37,1.94,0.81,0.47,4
★ Specialist Gloves | Crimson Kimono (Factory New),EUR,,27456.84,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ MP9 | Sand Scale (Factory New),EUR,1.17,1.09,,,,,0,0.92,0.92,0.92,0.92,1,0.87,1.57,1.11,0.98,10,0.87,4.9,1.29,1.01,27
Sticker | zehN (Foil) | Boston 2018,EUR,9.99,5.85,,,,,0,,,,,0,,,,,0,4.95,5.45,5.2,5.2,2
Sticker | ICY (Holo) | Copenhagen 2024,EUR,0.4,0.22,,,,,0,,,,,0,0.49,0.49,0.49,0.49,1,0.14,0.49,0.32,0.32,2
Sealed Graffiti | Question Mark (Desert Amber),EUR,0.15,0.2,,,,,0,,,,,0,,,,,0,0.18,0.29,0.25,0.26,4
StatTrak™ M4A1-S | Briefing (Minimal Wear),EUR,17.71,18.42,,,,,0,15.51,17.1,16.31,16.3,2,15.3,23.23,17.24,16.42,9,11,23.23,16.13,16.35,40
★ Flip Knife | Freehand (Minimal Wear),EUR,218.12,252.56,,,,,0,205.09,205.09,205.09,205.09,1,180,233,203.26,201.86,14,180,250.07,214.44,218.29,37
StatTrak™ AUG | Ricochet (Field-Tested),EUR,0.37,0.43,,,,,0,0.57,0.57,0.57,0.57,1,0.2,1.4,0.51,0.41,19,0.2,1.68,0.42,0.36,81
Sticker | sjuush (Gold) | Copenhagen 2024,EUR,3.23,1.93,,,,,0,,,,,0,,,,,0,,,,,0
Dual Berettas | Balance (Minimal Wear),EUR,2,1.6,,,,,0,1.56,1.82,1.72,1.79,3,1.06,2.06,1.58,1.56,25,1,2.62,1.53,1.42,77
Nova | Rust Coat (Minimal Wear),EUR,2.73,2.87,,,,,0,,,,,0,2.77,2.77,2.77,2.77,1,2.19,2.99,2.57,2.61,6
★ M9 Bayonet | Case Hardened (Field-Tested),EUR,789,897.99,,,,,0,,,,,0,,,,,0,,,,,0
★ Skeleton Knife | Blue Steel (Factory New),EUR,875,726.05,,,,,0,,,,,0,740,740,740,740,1,518.33,740,629.17,629.16,2
Desert Eagle | Serpent Strike (Field-Tested),EUR,0.43,0.59,0.35,1.18,0.49,0.47,37,0.3,1.18,0.46,0.45,218,0.26,2.96,0.47,0.45,834,0.26,4.35,0.65,0.48,1434
Sticker | Kawaii Killer Terrorist,EUR,0.84,0.91,1.13,1.13,1.13,1.13,1,1.13,1.22,1.21,1.22,14,0.66,1.23,0.97,0.88,90,0.66,1.27,0.92,0.89,249
MAC-10 | Urban DDPAT (Minimal Wear),EUR,,3.09,,,,,0,,,,,0,2.55,3.76,3.4,3.64,5,2.48,6.5,3.58,3.17,19
StatTrak™ Desert Eagle | Trigger Discipline (Minimal Wear),EUR,5.05,5.53,3.72,4.97,4.26,4.09,3,3.72,8,5.06,5.28,30,3.7,10.04,4.89,4.9,143,3.31,11.69,5.07,4.98,441
Sealed Graffiti | Jump Shot (SWAT Blue),EUR,0.02,0.03,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,3,0.02,0.02,0.02,0.02,7,0.02,0.02,0.02,0.02,23
★ Survival Knife | Night Stripe (Well-Worn),EUR,,128.18,,,,,0,,,,,0,95.93,109.71,102.4,101.55,3,95.93,133.11,116.1,112.42,9
MAC-10 | Storm Camo (Field-Tested),EUR,0.04,0.04,0.02,0.03,0.02,0.02,7,0.02,0.09,0.03,0.03,37,0.02,0.09,0.03,0.03,117,0.02,0.11,0.04,0.03,193
MP7 | Scorched (Field-Tested),EUR,5.76,6.25,5,5,5,5,1,5,5,5,5,1,4.83,7.49,6.08,5.89,10,4.46,7.49,5.74,5.88,33
AK-47 | Nouveau Rouge (Factory New),EUR,310,366.31,,,,,0,257.9,453.84,315.52,298,11,257.9,453.84,312.81,305.21,23,257.9,453.84,329.26,318.62,32
StatTrak™ P2000 | Imperial Dragon (Well-Worn),EUR,9.5,8.36,,,,,0,,,,,0,5.18,5.18,5.18,5.18,1,5.18,9.77,7.48,7.48,2
Sticker | IHC Esports (Gold) | Antwerp 2022,EUR,1.7,1.14,,,,,0,,,,,0,1.03,1.03,1.03,1.03,1,1.03,1.75,1.39,1.39,2
Sealed Graffiti | Eye Spy (Frog Green),EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,9,0.02,0.02,0.02,0.02,14
★ Flip Knife | Blue Steel (Field-Tested),EUR,219.85,297.1,220.95,220.95,220.95,220.95,1,220.95,220.95,220.95,220.95,1,220.95,256.87,246.79,252.58,7,211.39,303.3,258.33,255.48,24
