market_hash_name,currency,current_min_price,min_24h,max_24h,avg_24h,median_24h,volume_24h,min_7d,max_7d,avg_7d,median_7d,volume_7d,min_30d,max_30d,avg_30d,median_30d,volume_30d,min_90d,max_90d,avg_90d,median_90d,volume_90d
M249 | Midnight Palm (Minimal Wear),EUR,4.58,,,,,0,4.07,4.55,4.38,4.53,3,4.07,4.55,4.32,4.29,10,3.21,4.55,4.05,4.12,38
Sticker | tabseN (Holo) | Shanghai 2024,EUR,0.89,,,,,0,0.21,0.21,0.21,0.21,1,0.19,0.21,0.2,0.2,2,0.19,0.24,0.21,0.21,5
Sticker | stavn (Holo) | Antwerp 2022,EUR,0.99,,,,,0,0.99,0.99,0.99,0.99,1,0.5,0.99,0.75,0.74,2,0.5,0.99,0.65,0.58,7
MP7 | Nemesis (Minimal Wear),EUR,6.82,6.22,6.22,6.22,6.22,1,6,7.37,6.56,6.41,10,5.8,7.84,6.64,6.46,38,5,11.05,6.72,6.6,152
StatTrak™ Galil AR | Sugar Rush (Factory New),EUR,134.49,,,,,0,107.44,135,121.22,121.22,2,107.44,135,127.83,134.44,4,102.14,135.4,125.54,133.99,9
★ Falchion Knife | Urban Masked (Well-Worn),EUR,152.21,,,,,0,,,,,0,,,,,0,117.55,145.99,130.39,127.77,6
Negev | Prototype (Factory New),EUR,0.26,,,,,0,0.29,4.29,0.81,0.32,10,0.25,4.29,0.52,0.32,38,0.19,11.08,0.46,0.27,162
SG 553 | Desert Blossom (Factory New),EUR,17,15.9,15.92,15.91,15.91,2,15.9,37.9,23.24,15.92,3,14.01,37.9,18.69,15.07,6,12.03,37.9,16.22,15.28,21
AK-47 | Jet Set (Field-Tested),EUR,339,,,,,0,,,,,0,226.75,309.09,262.1,256.28,4,223.18,349.24,279.14,280.09,15
★ StatTrak™ Skeleton Knife | Blue Steel (Well-Worn),EUR,439.99,,,,,0,357.99,357.99,357.99,357.99,1,357.99,357.99,357.99,357.99,1,357.99,420.91,383.35,371.14,3
Desert Eagle | Printstream (Field-Tested),EUR,29.48,24.86,49.99,32.47,33.84,40,23.98,49.99,31.81,32.8,311,20,50.99,31.05,31.39,1266,19,58.31,32.11,32.54,3767
★ Butterfly Knife | Case Hardened (Minimal Wear),EUR,1262.01,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | King Me (Brick Red),EUR,0.02,0.02,0.02,0.02,0.02,17,0.02,0.02,0.02,0.02,17,0.02,0.02,0.02,0.02,17,0.02,0.02,0.02,0.02,18
MAG-7 | Resupply (Field-Tested),EUR,0.04,0.04,0.04,0.04,0.04,13,0.03,0.07,0.05,0.04,79,0.03,0.07,0.05,0.05,571,0.03,0.23,0.06,0.05,919
★ Talon Knife | Tiger Tooth (Factory New),EUR,750.07,,,,,0,691.59,1260.66,799.49,788.19,21,650.37,1260.66,746.31,734.3,88,620,1260.66,747.29,742.94,312
SCAR-20 | Wild Berry (Well-Worn),EUR,1.18,,,,,0,,,,,0,0.34,0.34,0.34,0.34,1,0.32,1.13,0.69,0.76,11
Sticker | NertZ | Shanghai 2024,EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,6,0.02,0.02,0.02,0.02,15
Sealed Graffiti | Non-Veg,EUR,0.27,,,,,0,0.25,0.25,0.25,0.25,1,0.25,0.28,0.27,0.28,3,0.18,0.41,0.27,0.28,22
Sticker | Staehr (Gold) | Rio 2022,EUR,8.52,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ MP9 | Dart (Well-Worn),EUR,1.94,,,,,0,1.39,1.39,1.39,1.39,1,1.31,1.39,1.35,1.35,2,1.31,1.41,1.37,1.39,3
Sticker | blameF (Holo) | Shanghai 2024,EUR,,,,,,0,,,,,0,,,,,0,0.22,1.29,0.76,0.76,2
Sealed Graffiti | Tilt (Battle Green),EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,8,0.02,0.02,0.02,0.02,19
Sticker | Pain Train (Holo),EUR,0.4,0.31,0.32,0.32,0.32,2,0.24,0.47,0.35,0.32,13,0.24,0.47,0.35,0.32,46,0.21,0.55,0.36,0.34,148
StatTrak™ FAMAS | Eye of Athena (Field-Tested),EUR,9.63,,,,,0,8.34,8.34,8.34,8.34,1,7.26,9.98,8.25,8.13,9,7.04,15.9,8.71,8.54,40
Sawed-Off | The Kraken (Minimal Wear),EUR,4,3.42,3.42,3.42,3.42,1,3.42,6.32,4.76,4.55,3,3.27,6.32,4.17,4.3,18,3.27,7.77,4.85,4.53,53
★ StatTrak™ Butterfly Knife | Autotronic (Factory New),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Ursus Knife | Urban Masked (Minimal Wear),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | gla1ve (Gold) | Copenhagen 2024,EUR,4.26,,,,,0,,,,,0,,,,,0,8.32,8.32,8.32,8.32,1
StatTrak™ M4A1-S | Player Two (Battle-Scarred),EUR,46.24,,,,,0,,,,,0,34.2,40.28,37.04,35.78,5,32,45.99,36.97,36.3,14
Dual Berettas | Dualing Dragons (Minimal Wear),EUR,0.38,,,,,0,0.37,0.5,0.42,0.41,8,0.32,0.72,0.39,0.37,39,0.32,0.82,0.46,0.41,143
AWP | Exoskeleton (Factory New),EUR,9.7,9.37,11.01,10.44,10.94,3,8.78,12.69,10.47,10.6,15,8.19,19.5,10.18,10,58,6.98,31.9,10.51,10.09,227
SSG 08 | Red Stone (Field-Tested),EUR,5.82,,,,,0,4.99,9.39,6.66,6.12,4,4.67,10,6.65,5.76,16,4.54,10,6.37,6.18,78
P250 | Sedimentary (Well-Worn),EUR,0.27,,,,,0,0.22,0.22,0.22,0.22,1,0.22,0.22,0.22,0.22,1,0.22,0.22,0.22,0.22,1
Sticker | markeloff | Cluj-Napoca 2015,EUR,13.28,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | felps | Paris 2023,EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,16,0.02,0.02,0.02,0.02,18,0.02,0.02,0.02,0.02,21
★ M9 Bayonet | Crimson Web (Minimal Wear),EUR,1426.88,,,,,0,1267.11,1267.11,1267.11,1267.11,1,1179.9,1435.03,1291.64,1283.9,6,1096.1,1470.98,1257.53,1254.6,16
Sealed Graffiti | Renegades | Boston 2018,EUR,3.99,,,,,0,,,,,0,1.62,1.62,1.62,1.62,1,0.99,3.82,2.34,2.24,13
SSG 08 | Sea Calico (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | 1G (Cash Green),EUR,4.85,,,,,0,,,,,0,,,,,0,0.1,0.12,0.11,0.1,3
StatTrak™ Five-SeveN | Violent Daimyo (Field-Tested),EUR,0.66,0.64,0.64,0.64,0.64,1,0.64,1.14,0.8,0.72,8,0.53,1.21,0.77,0.75,37,0.38,2.38,0.73,0.65,135
★ Bowie Knife | Freehand (Field-Tested),EUR,135.54,122.17,122.17,122.17,122.17,1,114.04,162,135.78,129.08,13,93.67,162.22,137.06,136.26,51,93.67,184.8,143.54,143.09,123
Souvenir Negev | CaliCamo (Factory New),EUR,2.5,,,,,0,,,,,0,,,,,0,3.06,15,9.03,9.03,2
Sticker | MSL (Foil) | Cluj-Napoca 2015,EUR,57.44,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Recoil M4A1-S (Tiger Orange),EUR,12.63,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Karambit | Forest DDPAT (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Tec-9 | Brother (Battle-Scarred),EUR,0.23,0.17,0.24,0.22,0.23,7,0.17,0.6,0.25,0.23,15,0.17,0.6,0.26,0.24,61,0.17,2,0.29,0.26,254
Sticker | RUSH (Gold) | Katowice 2019,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | HexT (Holo) | Rio 2022,EUR,1.18,,,,,0,,,,,0,0.46,0.46,0.46,0.46,1,0.46,0.49,0.48,0.48,2
Sticker | reltuC | Cologne 2016,EUR,,,,,,0,,,,,0,6.1,6.1,6.1,6.1,2,6.1,6.1,6.1,6.1,2
★ StatTrak™ Shadow Daggers | Stained (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,100.69,100.69,100.69,100.69,1
★ StatTrak™ Huntsman Knife | Forest DDPAT (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | denis | Cologne 2015,EUR,4.46,,,,,0,,,,,0,,,,,0,3.5,7.11,5.31,5.3,2
Sticker | kioShiMa (Foil) | Cologne 2015,EUR,9.62,,,,,0,,,,,0,6.34,7.47,6.72,6.34,3,6.34,7.47,7.18,7.45,8
Sticker | Forge Tier6 (Holo),EUR,10,10.39,11,10.54,10.43,5,8.93,11,10.27,10.43,6,8.09,11,9.74,9.99,26,7.03,11,9.45,9.6,68
StatTrak™ UMP-45 | Motorized (Field-Tested),EUR,0.14,0.14,0.2,0.16,0.15,3,0.12,0.2,0.15,0.15,19,0.11,0.2,0.15,0.15,88,0.1,0.25,0.18,0.18,295
★ Bowie Knife | Autotronic (Field-Tested),EUR,162.3,168.45,186.96,179.88,184.22,3,160.71,194.04,177.04,176.7,18,148,199.31,176.02,176.61,72,148,259.99,184.18,182.44,172
Sticker | dAT team | Cologne 2014,EUR,5.89,,,,,0,,,,,0,3.85,6.48,4.78,4.2,5,3.85,6.49,5.38,5.58,12
Sticker | nexa (Gold) | Stockholm 2021,EUR,4.99,,,,,0,,,,,0,,,,,0,2.85,2.95,2.9,2.9,2
CZ75-Auto | Jungle Dashed (Field-Tested),EUR,0.61,,,,,0,0.55,0.66,0.61,0.59,7,0.55,0.66,0.61,0.6,38,0.38,0.98,0.61,0.6,136
Sticker | juanflatroo (Gold) | Rio 2022,EUR,9,,,,,0,,,,,0,3.99,3.99,3.99,3.99,1,3.99,3.99,3.99,3.99,1
Sticker | BIG (Holo) | 2020 RMR,EUR,0.22,0.22,0.22,0.22,0.22,2,0.14,0.23,0.21,0.22,14,0.14,0.39,0.24,0.2,307,0.12,0.65,0.22,0.2,440
Souvenir Dual Berettas | Stained (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Tec-9 | Rust Leaf (Field-Tested),EUR,33.71,27.09,27.09,27.09,27.09,1,27.09,35.01,32.64,34.23,4,26.5,35.01,29.91,27.75,8,23.43,35.01,29.04,27.75,12
AWP | Printstream (Battle-Scarred),EUR,48.99,41.24,67,53.23,54.04,9,41.24,67,51.97,53.03,44,39.78,96.26,49.1,47.53,263,39.78,148.71,56.1,52,461
Negev | Dazzle (Well-Worn),EUR,0.13,,,,,0,,,,,0,1.7,1.7,1.7,1.7,1,0.13,1.7,0.3,0.19,12
PP-Bizon | Modern Hunter (Field-Tested),EUR,19.32,,,,,0,,,,,0,,,,,0,26.7,26.7,26.7,26.7,1
Sealed Graffiti | Banana,EUR,1.15,0.31,0.31,0.31,0.31,1,0.3,0.99,0.53,0.31,6,0.3,1.38,0.73,0.48,13,0.3,2.5,0.89,0.99,52
Souvenir Sawed-Off | Amber Fade (Factory New),EUR,6.3,,,,,0,,,,,0,,,,,0,5.03,15.99,7.49,6.08,12
StatTrak™ M4A4 | Bullet Rain (Factory New),EUR,185.59,,,,,0,185.44,185.44,185.44,185.44,1,142.79,185.44,164.12,164.12,2,130.94,185.44,152.46,142.79,5
Sticker | sk0R (Holo) | Rio 2022,EUR,8,,,,,0,4.49,4.5,4.5,4.5,3,4.49,4.5,4.5,4.5,3,4.49,7.21,5.18,4.5,4
MAG-7 | Rust Coat (Factory New),EUR,0.06,0.27,0.27,0.27,0.27,1,0.05,0.34,0.22,0.24,14,0.04,1,0.26,0.24,102,0.03,2.96,0.32,0.24,363
Nova | Turquoise Pour (Field-Tested),EUR,0.33,0.25,0.25,0.25,0.25,2,0.25,0.34,0.29,0.28,7,0.18,0.79,0.3,0.28,31,0.12,0.79,0.28,0.26,54
AWP | Dragon Lore (Well-Worn),EUR,5918.13,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ M4A1-S | Emphorosaur-S (Minimal Wear),EUR,3.28,3,3.7,3.36,3.39,3,2.6,6.6,3.5,3.59,33,2.6,6.6,3.52,3.59,160,2.24,12.83,3.74,3.59,531
Sticker | FlameZ (Glitter) | Copenhagen 2024,EUR,0.14,,,,,0,0.02,0.15,0.09,0.08,2,0.02,0.15,0.05,0.03,12,0.02,0.15,0.03,0.03,69
MP9 | Goo (Battle-Scarred),EUR,0.36,,,,,0,0.41,0.41,0.41,0.41,1,0.38,0.49,0.42,0.41,8,0.37,3.4,0.68,0.59,39
Glock-18 | Nuclear Garden (Minimal Wear),EUR,1.9,1.61,2.95,2.15,2.08,8,1.6,3,2.11,2.11,50,1.33,4.7,2.07,2.11,213,1.33,15.65,2.46,2.29,664
★ StatTrak™ Ursus Knife | Forest DDPAT (Field-Tested),EUR,,114.22,114.22,114.22,114.22,1,114.22,114.22,114.22,114.22,1,98.34,128.97,113.84,114.22,3,98.34,156.67,125.29,121.06,8
M249 | Shipping Forecast (Field-Tested),EUR,25.5,18.6,18.6,18.6,18.6,1,18.6,18.6,18.6,18.6,1,16.83,19.47,17.67,17.1,6,15.81,25,19.1,18.22,15
Sticker | Fnatic (Holo) | Shanghai 2024,EUR,1.98,,,,,0,1.15,1.96,1.46,1.36,4,0.65,1.96,1.32,1.29,15,0.54,1.99,1.18,1.29,44
Sealed Graffiti | Sorry (Monster Purple),EUR,0.02,,,,,0,,,,,0,0.02,0.03,0.02,0.02,6,0.02,0.09,0.02,0.02,44
Sticker | aliStair | Rio 2022,EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,4,0.02,0.02,0.02,0.02,4
Sticker | chopper (Holo) | Antwerp 2022,EUR,1,,,,,0,1.04,1.04,1.04,1.04,3,0.67,1.04,0.96,1.04,5,0.65,1.04,0.89,0.95,27
Sticker | magixx (Glitter) | Antwerp 2022,EUR,0.31,,,,,0,0.11,0.11,0.11,0.11,1,0.11,0.44,0.28,0.28,4,0.11,0.44,0.19,0.13,15
Sticker | flusha (Foil) | Cologne 2015,EUR,22.99,,,,,0,,,,,0,,,,,0,12.55,12.75,12.61,12.55,7
"Sticker | Run CT, Run",EUR,0.39,,,,,0,0.2,0.26,0.23,0.24,4,0.19,0.32,0.26,0.26,30,0.18,0.47,0.27,0.26,63
★ StatTrak™ Skeleton Knife | Scorched (Minimal Wear),EUR,,,,,,0,,,,,0,285,285,285,285,1,285,325.42,303.47,300,3
Sticker | DreamEaters (Holo) | Berlin 2019,EUR,3.75,,,,,0,,,,,0,0.58,0.95,0.73,0.64,6,0.58,5,2.45,1.51,14
StatTrak™ MP7 | Just Smile (Field-Tested),EUR,1.76,1.31,1.76,1.61,1.66,9,1.12,1.76,1.46,1.44,31,1.03,2.15,1.42,1.38,82,0.92,2.28,1.57,1.53,243
Patch | CMB,EUR,0.26,,,,,0,0.25,0.44,0.35,0.34,2,0.25,0.64,0.43,0.44,19,0.19,0.64,0.41,0.42,53
Sticker | shox (Gold) | Antwerp 2022,EUR,26.12,,,,,0,,,,,0,4.98,4.98,4.98,4.98,1,3.32,4.98,4.15,4.15,2
Desert Eagle | Sunset Storm 壱 (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ AUG | Amber Slipstream (Battle-Scarred),EUR,0.86,,,,,0,,,,,0,0.29,0.85,0.44,0.42,11,0.25,0.85,0.37,0.32,20
Sealed Graffiti | Eat It (Princess Pink),EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,3,0.02,0.02,0.02,0.02,17
M4A1-S | Mecha Industries (Minimal Wear),EUR,42.08,38.58,46.49,44.91,46.49,5,38.58,124.28,49.4,46.49,29,31.61,124.28,45.28,44.58,130,31.48,300,45.73,44.31,341
Sealed Graffiti | Recoil MAC-10 (Princess Pink),EUR,17.65,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir M249 | Humidor (Factory New),EUR,0.09,,,,,0,0.11,0.11,0.11,0.11,1,0.11,0.11,0.11,0.11,3,0.08,0.31,0.16,0.12,76
Souvenir SCAR-20 | Storm (Minimal Wear),EUR,2.5,,,,,0,1.44,1.45,1.45,1.44,2,1.44,2.21,1.73,1.55,5,1.37,6,2.11,1.98,19
G3SG1 | Digital Mesh (Battle-Scarred),EUR,0.58,,,,,0,,,,,0,0.55,0.71,0.64,0.64,4,0.49,0.71,0.58,0.58,16
R8 Revolver | Crimson Web (Minimal Wear),EUR,0.3,0.28,0.28,0.28,0.28,1,0.28,0.41,0.39,0.4,10,0.28,2.42,0.44,0.4,52,0.21,2.42,0.46,0.4,233
Sticker | G2 Esports (Foil) | Atlanta 2017,EUR,97.33,,,,,0,,,,,0,,,,,0,,,,,0
★ Moto Gloves | Cool Mint (Well-Worn),EUR,445.63,,,,,0,,,,,0,369.78,491.57,413,395.32,4,284.09,491.57,361.56,362.3,10
"Music Kit | Meechy Darko, Gothic Luxury",EUR,1.62,1.24,2,1.57,1.52,4,1.24,2,1.72,1.89,13,1.24,2,1.62,1.67,69,1,2.49,1.69,1.67,277
Sticker | spaze (Foil) | Cologne 2016,EUR,86.4,,,,,0,,,,,0,,,,,0,24.89,24.89,24.89,24.89,1
Sticker | ropz (Foil) | Austin 2025,EUR,6.96,5.27,6.63,5.95,5.95,2,5.27,6.63,5.95,5.95,2,5.27,6.63,5.95,5.95,2,5.27,6.63,5.95,5.95,2
Five-SeveN | Flame Test (Well-Worn),EUR,0.07,,,,,0,,,,,0,0.06,0.07,0.06,0.06,6,0.05,0.09,0.06,0.06,15
Sticker | VINI | Berlin 2019,EUR,1.49,,,,,0,,,,,0,0.36,0.41,0.39,0.41,8,0.31,1.47,0.47,0.41,16
Sealed Graffiti | Smarmy (Violent Violet),EUR,0.55,,,,,0,,,,,0,0.69,0.69,0.69,0.69,1,0.6,1.28,0.86,0.69,3
StatTrak™ SCAR-20 | Cyrex (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Gut Knife | Safari Mesh (Factory New),EUR,399,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | GuardiaN | Atlanta 2017,EUR,13.42,,,,,0,,,,,0,5.68,5.68,5.68,5.68,1,5.68,5.68,5.68,5.68,1
Sticker | shox | Atlanta 2017,EUR,5.83,,,,,0,,,,,0,5.76,5.76,5.76,5.76,1,3.85,7.24,5.62,5.76,3
AUG | Condemned (Minimal Wear),EUR,0.14,0.15,0.16,0.16,0.16,2,0.13,0.96,0.26,0.15,24,0.09,0.96,0.18,0.14,52,0.05,1.13,0.13,0.09,148
MP5-SD | Autumn Twilly (Well-Worn),EUR,5.23,,,,,0,,,,,0,2.94,3.2,3.07,3.07,2,2.94,5.5,3.92,3.6,6
★ StatTrak™ Gut Knife | Slaughter (Factory New),EUR,,,,,,0,,,,,0,145.85,187.94,166.9,166.9,2,145.85,187.94,166.9,166.9,2
StatTrak™ AK-47 | Head Shot (Battle-Scarred),EUR,20.83,19.99,19.99,19.99,19.99,1,17,21.71,19.26,19.65,8,16.07,21.71,18.25,17.05,16,15.52,23,18.54,18.25,48
SSG 08 | Zeno (Well-Worn),EUR,0.62,,,,,0,0.48,0.9,0.67,0.56,5,0.48,0.9,0.67,0.64,8,0.35,0.9,0.61,0.67,25
G3SG1 | Keeping Tabs (Minimal Wear),EUR,1.33,,,,,0,1.01,1.4,1.12,1.01,9,0.85,1.4,1.09,1.02,20,0.82,1.4,1.04,1.01,38
Sticker | JT | Antwerp 2022,EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,2
Sealed Graffiti | Recoil AK-47 (Princess Pink),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | FalleN (Gold) | Katowice 2019,EUR,108.72,,,,,0,,,,,0,,,,,0,,,,,0
USP-S | The Traitor (Well-Worn),EUR,10.57,9,12.48,10.65,10.57,7,8.75,13.46,10.96,11.42,43,7.12,13.46,10.58,10.51,129,7.12,15,10.98,10.81,509
Sealed Graffiti | Jump Shot (Monarch Blue),EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,36
Sealed Graffiti | X-Axes (Violent Violet),EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,2,0.02,0.02,0.02,0.02,15
M4A4 | Zirka (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,17.64,330,173.82,173.82,2
Sticker | electronic (Foil) | Krakow 2017,EUR,40.99,,,,,0,55.35,55.35,55.35,55.35,1,55.35,55.35,55.35,55.35,1,29.07,55.35,42.21,42.21,2
M4A1-S | Cyrex (Minimal Wear),EUR,32.76,29.22,47.54,39.02,39.35,7,29.15,48.5,36.7,36.27,53,22.03,64.43,32.6,31.57,261,22.03,289.9,31.78,30.49,745
G3SG1 | The Executioner (Field-Tested),EUR,1.77,1.32,1.37,1.34,1.32,3,1.29,3.24,1.64,1.44,18,1.29,3.72,1.81,1.77,48,1.26,9.4,1.89,1.74,163
Sticker | PENTA Sports (Foil) | Katowice 2015,EUR,35.36,,,,,0,,,,,0,,,,,0,34.99,35.36,35.18,35.18,2
★ Specialist Gloves | Crimson Web (Well-Worn),EUR,228.42,,,,,0,208,280,238.82,250.99,10,184.44,284.63,231.16,239.26,40,175,284.63,228.52,236.66,127
Sticker | StarLadder (Holo) | Berlin 2019,EUR,0.98,0.3,0.3,0.3,0.3,1,0.23,0.3,0.26,0.25,3,0.23,0.99,0.37,0.24,6,0.16,0.99,0.53,0.26,32
StatTrak™ Dual Berettas | Balance (Well-Worn),EUR,1.29,,,,,0,0.96,0.96,0.96,0.96,1,0.77,1.57,1.13,1.05,6,0.66,1.57,1.09,1.09,13
P90 | Blind Spot (Field-Tested),EUR,6.93,,,,,0,,,,,0,7.22,8.5,7.78,7.7,4,5.59,8.5,7.05,7.22,27
★ Sport Gloves | Omega (Field-Tested),EUR,435.86,347.72,503.27,425.5,425.5,2,347.72,804.46,560.38,515.85,16,347.72,806.09,495.09,453.54,84,347.72,824.09,475.46,441.06,236
Sticker | HellRaisers (Holo) | Cologne 2014,EUR,48.79,,,,,0,48.9,50.99,49.77,49.99,5,33.16,50.99,45.18,48.99,10,33.16,55,45.05,44,17
★ StatTrak™ Bayonet | Scorched (Minimal Wear),EUR,311.21,,,,,0,,,,,0,219.49,219.49,219.49,219.49,1,210,219.49,214.75,214.74,2
MP7 | Impire (Well-Worn),EUR,3.13,,,,,0,,,,,0,,,,,0,1.58,2.71,2.12,2.05,6
Sticker | Zeus (Foil) | Berlin 2019,EUR,1,,,,,0,,,,,0,0.37,0.59,0.48,0.48,2,0.24,1.59,0.72,0.36,17
★ StatTrak™ Navaja Knife | Slaughter (Minimal Wear),EUR,162.69,,,,,0,,,,,0,150,150,150,150,1,137.81,156.96,148.26,150,3
StatTrak™ MP5-SD | Statics (Factory New),EUR,1.95,,,,,0,1.19,3.42,2.26,2.22,4,1.04,3.42,1.95,1.75,10,1.04,12.74,2.21,1.66,34
Sticker | Vitality (Holo) | Antwerp 2022,EUR,1.89,,,,,0,1.88,1.88,1.88,1.88,1,0.77,1.88,1.54,1.8,11,0.65,2.29,1.39,1.6,85
AK-47 | Fire Serpent (Minimal Wear),EUR,1439.55,,,,,0,1250,1361.52,1301.56,1293.15,3,992.1,3161.23,1378.03,1255.58,18,992.1,3161.23,1276.45,1213.53,84
G3SG1 | Scavenger (Field-Tested),EUR,0.38,0.39,0.39,0.39,0.39,1,0.37,0.4,0.39,0.39,20,0.33,0.53,0.39,0.4,60,0.33,0.71,0.43,0.41,248
★ StatTrak™ Karambit | Autotronic (Factory New),EUR,,,,,,0,,,,,0,,,,,0,1822.83,1822.83,1822.83,1822.83,1
"Sticker | dupreeh (Holo, Champion) | Paris 2023",EUR,0.24,0.24,0.24,0.24,0.24,1,0.13,0.24,0.17,0.13,3,0.12,0.45,0.21,0.15,14,0.1,0.45,0.19,0.16,36
Tec-9 | Blast From the Past (Minimal Wear),EUR,14.05,,,,,0,,,,,0,,,,,0,9.17,15.88,11.98,11.99,8
Sticker | KRIMZ | Cluj-Napoca 2015,EUR,3.99,,,,,0,,,,,0,1.77,1.77,1.77,1.77,2,1.77,3.99,2.37,1.9,8
StatTrak™ SCAR-20 | Bloodsport (Well-Worn),EUR,5.41,,,,,0,4.75,4.75,4.75,4.75,1,4.75,5.7,5.23,5.22,2,4.68,6.14,5.32,5.22,4
M4A4 | Naval Shred Camo (Field-Tested),EUR,0.26,0.27,0.27,0.27,0.27,1,0.27,0.85,0.46,0.35,18,0.19,1.5,0.58,0.36,72,0.17,2.25,0.61,0.35,99
Sealed Graffiti | Death Sentence (Tiger Orange),EUR,0.02,0.02,0.02,0.02,0.02,3,0.02,0.02,0.02,0.02,4,0.02,0.02,0.02,0.02,8,0.02,0.02,0.02,0.02,18
Sticker | MSL | Boston 2018,EUR,5.27,,,,,0,5.37,5.37,5.37,5.37,2,5.37,5.37,5.37,5.37,2,4.45,6.88,5.79,5.37,5
StatTrak™ Sawed-Off | The Kraken (Minimal Wear),EUR,22.53,,,,,0,,,,,0,16,16,16,16,1,12.04,25,16.32,15.98,17
Sticker | PENTA Sports (Holo) | Krakow 2017,EUR,7.5,,,,,0,,,,,0,,,,,0,5.38,7,6.68,6.98,9
Sticker | ropz (Glitter) | Antwerp 2022,EUR,0.37,0.17,0.17,0.17,0.17,1,0.17,0.24,0.21,0.2,2,0.17,0.24,0.21,0.2,2,0.07,0.5,0.17,0.11,9
Sticker | MIBR (Holo) | London 2018,EUR,8,,,,,0,5.63,5.63,5.63,5.63,1,5.49,7.2,6.11,5.63,3,5.49,10.72,8.05,8,10
XM1014 | Scumbria (Field-Tested),EUR,0.11,0.14,0.14,0.14,0.14,1,0.14,0.17,0.15,0.15,7,0.12,0.17,0.15,0.15,16,0.12,0.43,0.21,0.18,71
Five-SeveN | Autumn Thicket (Field-Tested),EUR,0.21,0.02,0.02,0.02,0.02,1,0.02,0.04,0.03,0.03,17,0.02,0.07,0.03,0.03,81,0.02,0.07,0.03,0.03,135
Sealed Graffiti | Recoil M4A1-S (Battle Green),EUR,9.95,,,,,0,,,,,0,,,,,0,5.5,5.5,5.5,5.5,1
"Sticker | apEX (Holo, Champion) | Paris 2023",EUR,0.35,0.23,0.23,0.23,0.23,1,0.23,0.33,0.3,0.33,3,0.23,0.41,0.3,0.28,14,0.13,0.41,0.26,0.2,51
Austin 2025 Viewer Pass + 3 Souvenir Tokens,EUR,30,,,,,0,,,,,0,,,,,0,,,,,0
AWP | Mortis (Battle-Scarred),EUR,1.95,,,,,0,1.89,4.08,2.72,2.47,8,1.69,4.08,2.27,2.06,35,1.69,5.96,2.51,2.43,119
USP-S | The Traitor (Minimal Wear),EUR,17.82,16.44,20.34,19.18,19.66,12,12.87,24.46,19.27,19.18,80,10.29,29.2,19,18.95,353,10.29,35,19.92,19.88,986
Sticker | compLexity Gaming (Foil) | Berlin 2019,EUR,1.99,,,,,0,,,,,0,1.99,1.99,1.99,1.99,1,1.19,2.99,2.04,1.99,4
★ StatTrak™ Nomad Knife | Blue Steel (Minimal Wear),EUR,,,,,,0,,,,,0,278.23,278.23,278.23,278.23,1,275.17,301.05,288.61,289.12,4
StatTrak™ SG 553 | Pulse (Minimal Wear),EUR,12.23,12.19,12.19,12.19,12.19,1,10,31.9,14.48,11.24,6,9.51,31.9,13.57,12.26,14,9.51,35,13.42,12.26,52
Sticker | paiN Gaming | Copenhagen 2024,EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,16,0.02,0.03,0.02,0.02,242,0.02,0.03,0.02,0.02,355
